GO.ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002250	adaptive immune response	360	-0.602900486812582	-2.11236059391724	1e-10	3.38117647058824e-08	2.99133126934985e-08	2421	tags=39%, list=17%, signal=33%	15039/21354/75698/319817/321019/22724/243910/14999/14998/14960/16176/22040/12266/74732/74131/381812/12479/16149/69583/14972/70450/21425/14961/230979/12010/15013/54123/17260/21939/19264/73747/12484/246177/238875/15015/246779/192656/432763/630294/94212/21935/100529082/545645/50908/67742/15040/11596/17221/17175/16161/16364/15018/110558/12014/11891/60533/244202/667977/16183/26904/18987/240354/17101/11628/16904/56708/16189/101540/15019/110557/12258/67664/20737/14347/50931/18566/15007/15024/18106/11687/18761/12503/30925/77727/18762/54698/14462/218624/16182/12169/54215/12487/21947/27218/75863/27007/225825/57765/15985/58205/13482/224840/20400/22637/54390/13137/13136/208154/15978/22165/12326/22164/16797/78473/239739/12516/16963/18646/12458/16992/12500/64435/12502/240754/243958/77647/72049/12501/12775/16842/16159/12525/16428/12478/12518/13813/12902/14939/12526/210757/14128
GO:0002429	immune response-activating cell surface receptor signaling pathway	170	-0.644547535025478	-2.14215123875874	1e-10	3.38117647058824e-08	2.99133126934985e-08	1162	tags=25%, list=8%, signal=23%	56792/240354/208650/14525/547431/101540/20737/102639802/108723/12503/93675/14462/12169/54215/329693/12487/27007/225825/12483/21838/15985/328795/195564/20400/22637/15978/22165/234695/78473/67596/12482/12143/240754/77647/12501/16818/12775/16428/12478/12518/210757/243655
GO:0002521	leukocyte differentiation	488	-0.516956371650472	-1.85039441654915	1e-10	3.38117647058824e-08	2.99133126934985e-08	1791	tags=23%, list=13%, signal=21%	12484/74775/238377/74734/246779/192656/56233/19401/17305/12043/17095/545645/16147/30936/108655/11596/14256/229473/16431/17221/237339/74511/235320/18782/70747/16364/14734/22417/16184/16847/12159/12398/20130/16183/18987/240354/70809/21417/56708/16189/57816/20737/14347/234836/237625/108723/12393/26365/67122/12769/16416/30925/77727/18762/12349/14582/54698/21949/93675/14462/16182/17863/12487/21947/27218/57765/14460/15985/14063/21940/16205/22637/20230/110168/15978/14012/22165/12326/57757/234695/22164/21946/18985/67596/14357/20304/15001/12557/21414/12458/12482/12143/12500/12502/272382/14025/12501/22780/16818/12775/16842/16159/12525/16428/12478/17068/12518/13813/12902/210757/58208/252838
GO:0002694	regulation of leukocyte activation	485	-0.507063646249015	-1.81444969076012	1e-10	3.38117647058824e-08	2.99133126934985e-08	2404	tags=32%, list=17%, signal=28%	75698/319817/12703/321019/22724/243910/14998/14960/13655/12802/16176/22778/22040/74131/12479/15930/16149/19419/15227/69583/70450/74637/14961/320484/230979/56644/16835/16169/19260/16803/20555/17260/21939/227753/19264/16186/73747/12484/74734/16170/246779/192656/19401/12043/94212/16147/67742/30936/15040/11596/14256/229473/27027/17221/17470/217303/22163/235320/209558/13643/16161/18782/242202/12493/16184/668101/12159/60533/109594/320832/56792/14191/16183/240354/17101/217166/21417/208650/56708/16189/547431/68891/242248/20737/53603/50931/18106/13011/14714/11540/237625/108723/15205/18761/17480/26365/67122/18762/54698/193385/27278/93675/66725/14462/12507/16408/54215/54167/751864/17863/12487/21947/27218/75863/27007/225825/57765/12483/21838/58205/13482/14063/21940/22637/54390/208154/15978/170786/57757/234695/22164/16797/21946/67596/16963/14357/20304/106763/15001/21414/69816/12143/240754/12511/243958/72049/12501/22780/108995/16818/12775/16842/16159/100043314/12478/170780/252838
GO:0002757	immune response-activating signal transduction	171	-0.64152225276097	-2.13433316346787	1e-10	3.38117647058824e-08	2.99133126934985e-08	1162	tags=25%, list=8%, signal=23%	56792/240354/208650/14525/547431/101540/20737/102639802/108723/12503/93675/14462/12169/54215/329693/12487/27007/225825/12483/21838/15985/328795/195564/20400/22637/15978/22165/234695/78473/67596/12482/12143/240754/77647/12501/16818/12775/16428/12478/12518/210757/243655
GO:0002764	immune response-regulating signaling pathway	182	-0.641111548628457	-2.14039378218652	1e-10	3.38117647058824e-08	2.99133126934985e-08	1162	tags=25%, list=8%, signal=23%	56792/26904/240354/208650/14525/547431/101540/20737/102639802/108723/12503/93675/14462/12169/54215/329693/12487/27007/225825/12483/21838/15985/328795/195564/20400/22637/208154/15978/22165/234695/78473/67596/12482/12143/240754/77647/12501/16818/12775/16428/12478/18703/12518/210757/243655
GO:0002768	immune response-regulating cell surface receptor signaling pathway	179	-0.644950894822558	-2.14692787723634	1e-10	3.38117647058824e-08	2.99133126934985e-08	1162	tags=25%, list=8%, signal=23%	56792/26904/240354/208650/14525/547431/101540/20737/102639802/108723/12503/93675/14462/12169/54215/329693/12487/27007/225825/12483/21838/15985/328795/195564/20400/22637/208154/15978/22165/234695/78473/67596/12482/12143/240754/77647/12501/16818/12775/16428/12478/18703/12518/210757/243655
GO:0007159	leukocyte cell-cell adhesion	302	-0.562201207260382	-1.94891340285389	1e-10	3.38117647058824e-08	2.99133126934985e-08	2400	tags=37%, list=17%, signal=31%	319817/12703/16600/22724/243910/54446/14998/14960/13655/16176/22778/74131/12479/15930/16149/19419/14961/320484/230979/19260/20555/19264/16186/12484/20354/74734/192656/19401/94212/16147/20868/15040/11596/229473/17221/217303/235320/13643/16161/16728/18782/242202/18613/16184/668101/12159/60533/109254/320832/16183/240354/208650/16189/547431/68891/20737/14347/20201/50931/16421/16401/18106/14714/11540/108723/15205/18761/50701/26365/67122/18762/54698/23871/193385/14462/12507/16408/20202/54215/54167/751864/17863/12487/21947/27218/75863/57765/20343/21838/58205/13482/21940/22637/208154/15978/234695/22164/78473/67596/16963/14357/20304/240754/12511/72049/12501/16818/12775/16842/16159/100043314/170780
GO:0030098	lymphocyte differentiation	338	-0.574757277450598	-2.00135185735513	1e-10	3.38117647058824e-08	2.99133126934985e-08	1791	tags=26%, list=13%, signal=24%	12484/74775/74734/246779/192656/56233/19401/17305/12043/17095/545645/16147/30936/108655/14256/229473/16431/17221/235320/18782/16364/22417/16184/16847/12159/16183/18987/240354/21417/56708/16189/20737/14347/108723/12393/67122/12769/30925/77727/18762/54698/21949/14462/16182/17863/12487/21947/27218/57765/15985/21940/16205/22637/20230/110168/15978/14012/22165/57757/234695/22164/21946/18985/67596/14357/15001/12557/21414/12458/12482/12500/12502/14025/12501/22780/16818/12775/16842/16159/12525/16428/12478/17068/12518/13813/12902/210757/58208/252838
GO:0032943	mononuclear cell proliferation	264	-0.583369675666628	-2.00151333789639	1e-10	3.38117647058824e-08	2.99133126934985e-08	2170	tags=34%, list=15%, signal=29%	15930/22362/16149/19419/14226/14961/320484/230979/19260/20555/17260/21939/19264/12484/74775/238875/246779/192656/12043/545645/58206/16147/15040/11596/229473/17221/12767/217303/22163/16161/18782/242202/22417/16184/12159/60533/109594/16183/240354/208650/56708/16189/547431/381924/20737/50931/18106/14714/108723/15205/18761/17480/26365/30925/54698/193385/93675/16408/12487/21947/27218/75863/12483/58205/21940/22637/20230/208154/15978/170786/234695/22164/16963/20304/69816/12143/12511/243958/114570/72049/12501/22780/12775/16842/16159/12478/12518/12902/170780
GO:0042110	T cell activation	440	-0.572828920537284	-2.03897549903748	1e-10	3.38117647058824e-08	2.99133126934985e-08	1712	tags=28%, list=12%, signal=25%	246779/192656/19401/12043/94212/545645/58206/16147/328833/30936/108655/15040/11596/229473/17221/12767/217303/22163/235320/13643/16161/18782/16364/242202/11891/22417/16184/668101/16847/12159/60533/109594/320832/16183/240354/270152/21417/208650/16189/547431/381924/13052/20737/14347/50931/18106/14714/11540/108723/15205/12393/18761/26365/67122/12769/30925/18762/54698/193385/21949/93675/14462/16182/12507/16408/54215/54167/751864/17863/12487/21947/27218/75863/57765/21838/58205/13482/14063/21940/16205/22637/20230/54390/110168/208154/12481/15978/14012/170786/22165/234695/22164/16797/209488/67596/16963/14357/20304/15001/21414/12458/12500/12502/240754/12511/14025/114570/72049/12501/16818/12775/16842/16159/100043314/12525/16428/13813/210757/170780/58208/252838
GO:0046651	lymphocyte proliferation	262	-0.584338141745589	-2.00332800061496	1e-10	3.38117647058824e-08	2.99133126934985e-08	2170	tags=34%, list=15%, signal=29%	15930/22362/16149/19419/14226/14961/320484/230979/19260/20555/17260/21939/19264/12484/74775/238875/246779/192656/12043/545645/58206/16147/15040/11596/229473/17221/12767/217303/22163/16161/18782/242202/22417/16184/12159/60533/109594/16183/240354/208650/56708/16189/547431/381924/20737/50931/18106/14714/108723/15205/18761/17480/26365/30925/54698/193385/93675/16408/12487/21947/27218/75863/12483/58205/21940/22637/20230/208154/15978/170786/234695/22164/16963/20304/69816/12143/12511/243958/114570/72049/12501/22780/12775/16842/16159/12478/12518/12902/170780
