GO.ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002250	adaptive immune response	360	0.589639437250331	1.68186233288982	1e-10	1.87066666666667e-07	1.69578947368421e-07	2238	tags=32%, list=16%, signal=27%	12525/72049/14128/12478/54390/12518/12526/16963/20400/16182/14939/12902/12500/13813/12502/240754/12501/12326/15978/12458/78473/14990/12775/13136/16428/16842/243958/77647/14462/57765/21935/16992/16797/210757/240873/12504/18761/22637/21947/15985/64435/239739/18646/13137/208154/16159/225825/27218/22165/11687/12516/24099/18762/17082/14969/545645/15019/110557/54215/12258/14960/27007/16364/12263/15018/110558/12487/54698/13482/14961/77727/20737/16189/16149/12520/16904/224840/16768/12503/50908/100529082/15024/19885/16183/50931/101540/58205/667977/15007/17221/18566/18987/12268/17260/13848/19883/30925/67664/16362/15015/17999/13731/15013/218624/16161/12169/15216/12262/14347/26904/21939/229603/11596/17175/18861
GO:0030098	lymphocyte differentiation	338	0.577430727721925	1.64597238428559	1e-10	1.87066666666667e-07	1.69578947368421e-07	1478	tags=23%, list=11%, signal=21%	12525/18782/14357/17068/18985/12478/12518/252838/22780/16182/21414/12902/12500/13813/12502/12501/58208/15978/12458/12775/12557/16428/16842/16818/12482/14462/16205/57765/15001/57757/67596/210757/240873/12504/22637/21947/15985/16159/110168/234695/21940/27218/22165/14012/20230/18762/545645/14025/16847/21946/67122/235320/14960/16364/12578/12487/13655/54698/14961/77727/21417/20737/16189/14370/16149/100038862/16768/12159/16431/19885/16183/17863/16184/14456/20377/17221/13024/108723/18987
GO:0042110	T cell activation	437	0.544714583189655	1.5612462789895	1e-10	1.87066666666667e-07	1.69578947368421e-07	1976	tags=27%, list=14%, signal=23%	12525/18782/278180/72049/14357/54390/252838/16963/16182/20304/21414/12500/13813/12502/240754/12501/21838/58208/15978/12458/170780/12775/16428/16842/16818/243864/12511/14462/16205/57765/15001/16797/67596/210757/240873/71228/12504/18761/114570/22637/54167/21947/170786/208154/16159/110168/234695/21940/27218/22165/14012/24099/100043314/20230/13643/18762/14063/12481/12507/545645/14025/16847/54215/67122/235320/14960/16364/12578/12487/13655/54698/13482/14961/15205/547431/209488/21417/20737/16000/16189/14370/16149/100038862/12520/16768/15930/12159/22163/19885/16183/50931/17863/193385/16184/58205/17221/13024/108723/93675/381924/14714/22329/50498/13848/12522/12043/19883/30925/20668/16362/109594/17999/21949/12769/26365/16161
GO:0051249	regulation of lymphocyte activation	395	0.549035353682783	1.57081113798231	2.9732623997994e-10	4.17148714691855e-07	3.78152031006065e-07	1544	tags=23%, list=11%, signal=21%	18782/278180/72049/14357/12478/54390/252838/12143/16963/69816/22780/20304/21414/240754/12501/21838/15978/170780/12775/16842/16818/243958/12511/14462/57765/15001/27278/16797/57757/67596/240873/71228/12504/18761/22637/54167/108995/21947/170786/208154/16159/234695/242248/21940/27218/24099/100043314/13643/18762/12507/21946/12483/54215/67122/235320/14960/12578/12487/13655/54698/13482/14961/15205/547431/21417/20737/16000/16189/16149/12520/16768/15930/12159/22163/19885/16183/50931/17863/193385/16184/58205/14456/20377/17221/13024/108723/17480/93675/14714/22329
GO:0050863	regulation of T cell activation	284	0.574845454766467	1.63435630928267	9.46550611615498e-10	1.06240840647723e-06	9.63090338092147e-07	1544	tags=26%, list=11%, signal=24%	18782/278180/72049/14357/54390/252838/16963/20304/21414/240754/12501/21838/15978/170780/12775/16842/16818/12511/14462/57765/15001/16797/67596/240873/71228/12504/18761/22637/54167/21947/170786/208154/16159/234695/21940/27218/24099/100043314/13643/18762/12507/54215/67122/235320/14960/12578/12487/13655/54698/13482/14961/15205/547431/21417/20737/16000/16189/16149/12520/16768/15930/12159/19885/16183/50931/17863/193385/16184/58205/17221/13024/108723/93675/14714/22329
GO:0002521	leukocyte differentiation	489	0.520139752133155	1.49527447832526	4.40204869424316e-09	4.1173828786821e-06	3.73247391917143e-06	1897	tags=24%, list=14%, signal=21%	12525/18782/14357/17068/18985/12478/12518/272382/252838/12143/22780/16182/20304/21414/14460/12902/12500/13813/12502/12501/12326/58208/15978/12458/12775/12557/16428/16842/16818/12482/14462/16205/57765/15001/57757/67596/210757/240873/12504/22637/21947/15985/16159/110168/234695/21940/27218/22165/14012/20230/18762/14063/545645/14025/16847/21946/14582/67122/235320/14960/16364/12578/57816/12487/13655/54698/14961/12349/26564/77727/21417/74511/20737/16189/14370/65963/16149/66058/100038862/70747/12520/16768/12159/17311/19659/18750/16431/72147/19885/16183/17863/16184/22041/14456/100201/20377/17221/20130/13024/234836/108723/18987/93675/381319/17305/17260/76527/16416/12522/12043/19883/30925/20668/16362/14256/21949
GO:1903037	regulation of leukocyte cell-cell adhesion	272	0.556635684732426	1.58047561455961	2.37532106786958e-08	1.75845386756651e-05	1.59406676331713e-05	1544	tags=25%, list=11%, signal=23%	18782/278180/72049/14357/16963/20304/240754/12501/21838/15978/78473/170780/12775/16842/16818/12511/14462/57765/67596/240873/71228/12504/18761/22637/54167/21947/109254/208154/16159/234695/21940/27218/24099/100043314/13643/18762/12507/23871/54215/67122/235320/14960/12578/12487/13655/54698/13482/14961/15205/547431/11689/20737/16000/16189/16149/12520/16768/15930/12159/16183/50931/17863/193385/16184/58205/17221/108723/14714/22329
GO:0050851	antigen receptor-mediated signaling pathway	144	0.627353086119451	1.74362892623534	2.50670544200501e-08	1.75845386756651e-05	1.59406676331713e-05	1744	tags=28%, list=13%, signal=25%	12478/12518/12143/20400/240754/12501/21838/15978/78473/12775/16428/16818/77647/12482/14462/67596/210757/22637/15985/328795/225825/234695/22165/12483/54215/102639802/12487/547431/195564/329693/20737/14525/100038862/12520/12503/101540/108723/93675/17260/56792/12043
GO:0030217	T cell differentiation	249	0.566370002702265	1.60601181563025	4.89802492325814e-08	2.94347884829205e-05	2.66831100157473e-05	1469	tags=24%, list=11%, signal=22%	12525/18782/14357/252838/16182/21414/12500/13813/12502/12501/58208/15978/12458/12775/16428/16842/16818/14462/16205/57765/15001/67596/210757/240873/12504/22637/16159/110168/234695/21940/22165/14012/20230/18762/14025/16847/67122/235320/14960/16364/12578/12487/13655/54698/21417/20737/16189/14370/16149/100038862/16768/12159/19885/16183/17863/16184/17221/13024/108723
GO:0002429	immune response-activating cell surface receptor signaling pathway	170	0.601748344346891	1.68457519727569	5.76136167579132e-08	2.94347884829205e-05	2.66831100157473e-05	1141	tags=22%, list=8%, signal=21%	12478/12518/12143/243655/20400/240754/12501/21838/15978/78473/12775/16428/16818/77647/243864/12482/14462/67596/210757/22637/15985/328795/225825/234695/22165/12483/54215/102639802/27007/12487/547431/195564/329693/20737/14525/100038862/12520/12503
GO:0032943	mononuclear cell proliferation	261	0.555660905049728	1.57694034373049	6.66576512066435e-08	2.94347884829205e-05	2.66831100157473e-05	1849	tags=26%, list=13%, signal=23%	18782/278180/72049/12478/12518/12143/16963/69816/22780/20304/12902/12501/15978/170780/12775/16842/243958/12511/240873/71228/12504/18761/114570/22637/21947/170786/208154/16159/234695/21940/27218/24099/20230/545645/12483/14960/12578/12487/54698/14961/15205/547431/20737/16000/16189/16149/12520/15930/12159/22163/16183/50931/193385/16184/58205/17221/108723/17480/93675/381924/14714/22329/17260/50498/13848/12043/30925/16362/109594
GO:0002449	lymphocyte mediated immunity	244	0.560470323162134	1.58826845667135	6.79110897421454e-08	2.94347884829205e-05	2.66831100157473e-05	2238	tags=31%, list=16%, signal=26%	12525/14128/12478/84544/243655/16963/20400/16182/14939/12902/15978/12458/14990/13136/14462/57765/27278/16992/21947/18646/13137/16159/225825/27218/18762/15019/110557/54215/12258/16643/27007/80782/12263/15018/110558/12487/54698/13482/14961/17059/77727/20737/16189/16149/12520/16904/224840/16768/50908/100529082/15024/16183/50931/667977/15007/17221/18987/12268/54725/13848/30925/15015/13731/15013/26365/218624/15216/12262/14347/93694/26904/21939/11596/17175/18861
