GO.ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0022613	ribonucleoprotein complex biogenesis	394	-0.483766653594475	-1.98440547977265	1e-10	1.789e-07	1.52105263157895e-07	3960	tags=58%, list=33%, signal=41%	67276/56321/230737/192196/68011/68219/78581/19989/75062/67465/227715/72544/234374/13211/67994/215194/74035/94066/117109/67045/57316/27993/70285/72284/66603/53817/67459/229504/75617/66467/72554/56505/229937/14791/66254/67205/64934/75705/208144/107686/66877/14105/102462/66405/216156/57741/67222/216767/50529/11837/66942/191578/245000/20103/66419/13669/239528/108707/230082/66138/52705/57444/234344/217869/71990/67996/18572/227522/74778/52513/69878/20088/27374/53414/67025/22121/110954/56351/20826/213895/77591/433702/225215/20068/20815/69241/268449/216766/20054/20085/20643/20044/19656/118451/231452/224092/66489/228889/67115/106298/107071/213773/110809/66580/218629/19942/57905/103136/66161/15519/67014/18148/28126/57750/67941/67671/57808/12181/72662/100608/66878/67949/27367/104662/72344/66583/67390/75619/66362/72515/20641/234549/237107/27176/20055/67134/17975/68979/59050/26905/20901/57315/18432/69072/72171/67842/59028/98956/71986/67223/66448/117599/67936/27275/14113/223499/19896/66409/19941/69237/20174/16418/68988/66164/192159/235036/214572/215193/74097/20104/28035/67619/105372/94061/16898/75416/55989/207932/67920/67239/67832/110109/68083/56095/24015/67097/108143/245474/110816/73674/21771/101122/16785/20115/68193/19988/269261/67204/18813/12261/27966/75751/382038/20116/100503670/68147/353258/17089/217431/217995/100019/78688/217011/52530/69902/19384/217109/320790/70930/56200/18150/72462/67973/271842/70683/107094/20595/208366/59014
GO:0042254	ribosome biogenesis	286	-0.536235038092866	-2.15833737845193	1e-10	1.789e-07	1.52105263157895e-07	3960	tags=64%, list=33%, signal=44%	67276/56321/230737/78581/19989/227715/72544/234374/67994/215194/74035/94066/117109/67045/57316/27993/70285/72284/67459/229504/75617/66467/72554/229937/14791/66254/67205/64934/208144/102462/216156/57741/67222/216767/50529/11837/66942/191578/20103/66419/108707/230082/66138/52705/57444/234344/71990/18572/227522/74778/52513/20088/53414/67025/110954/20826/213895/77591/225215/20068/268449/20054/20085/20044/118451/231452/224092/66489/228889/67115/106298/107071/213773/66580/218629/19942/103136/66161/67014/18148/28126/57750/67941/67671/57808/12181/72662/100608/66878/67949/27367/104662/72344/66583/67390/75619/66362/72515/234549/237107/27176/20055/67134/17975/68979/59050/57315/18432/69072/72171/67842/59028/98956/71986/67223/66448/117599/67936/14113/223499/19896/66409/19941/69237/16418/66164/235036/215193/74097/20104/67619/105372/94061/16898/75416/55989/207932/67920/67239/67832/110109/68083/56095/24015/67097/245474/110816/73674/21771/101122/16785/20115/68193/19988/269261/18813/12261/27966/75751/382038/20116/100503670/68147/353258/17089/217431/217995/100019/217011/52530/69902/19384/217109/320790/70930/56200/18150/72462/67973/271842/70683/107094/208366/59014
GO:0098609	cell-cell adhesion	498	-0.455295399119973	-1.89785314424034	1e-10	1.789e-07	1.52105263157895e-07	1361	tags=24%, list=11%, signal=23%	14537/19401/70546/67374/226352/18132/17886/69524/16410/15510/71790/107746/171171/16785/98733/14735/72828/20677/16399/16777/11687/216799/20779/12505/434215/21687/13846/12554/74769/225875/19091/60533/171285/57781/13845/16190/108723/56193/12562/16403/20202/16952/12389/27205/68792/74012/52118/16590/16776/13866/13723/17064/84004/13078/12527/270152/16402/16416/234839/57342/20354/12772/17974/21872/208154/20555/17131/11987/20201/18124/76884/75599/12558/11658/20296/58998/320832/16175/16854/668101/11540/18793/170643/381484/11898/50930/64817/11846/16449/16411/14107/108078/319504/20563/11932/53601/66214/93695/12550/16421/100038947/751864/13482/16181/20343/68891/56460/26570/22339/245126/14538/18106/11501/270120/12484/14726/14268/16197/71436/23959/23966
GO:0016072	rRNA metabolic process	208	-0.537379166089774	-2.08832288518628	2.53449901134299e-09	3.40066404846945e-06	2.89132979320312e-06	3919	tags=63%, list=32%, signal=44%	78581/19989/227715/72544/234374/67994/215194/74035/117109/67045/57316/27993/70285/67459/66467/72554/229937/14791/66254/67205/64934/208144/102462/216156/67222/66942/191578/108707/230082/66138/52705/57444/234344/71990/18572/227522/74778/52513/20088/53414/67025/20826/213895/77591/20068/20054/20085/20044/66489/228889/67115/107071/213773/66580/19942/66161/18148/57750/57808/12181/72662/66878/67949/104662/72344/66583/67390/66362/72515/27176/20055/17975/68979/59050/57315/69072/72171/67842/59028/98956/67223/117599/67936/14113/223499/19896/66409/19941/69237/16418/215193/74097/20104/105083/67619/105372/94061/75416/207932/67920/67239/110109/56095/245474/110816/73674/21771/101122/20115/18813/27966/20116/100503670/68147/17089/217431/217995/100019/52530/69902/217109/320790/70930/56200/18150/72462/67973/271842/70683/107094/208366/59014
GO:0006364	rRNA processing	201	-0.545250672832211	-2.10328553369053	4.00071123468493e-09	4.29436343931081e-06	3.65117541102299e-06	3919	tags=65%, list=32%, signal=45%	78581/19989/227715/72544/234374/67994/215194/74035/117109/67045/57316/27993/70285/67459/66467/72554/229937/14791/66254/67205/64934/208144/102462/216156/67222/66942/191578/108707/230082/66138/52705/57444/234344/71990/18572/227522/74778/52513/20088/53414/67025/20826/213895/77591/20068/20054/20085/20044/66489/228889/67115/107071/213773/66580/19942/66161/18148/57750/57808/12181/72662/66878/67949/104662/72344/66583/67390/66362/72515/27176/20055/17975/68979/59050/57315/69072/72171/67842/59028/98956/67223/117599/67936/14113/223499/19896/66409/19941/69237/16418/215193/74097/20104/67619/105372/94061/75416/207932/67920/67239/110109/56095/245474/110816/73674/21771/101122/20115/18813/27966/20116/100503670/68147/17089/217431/217995/100019/52530/69902/217109/320790/70930/56200/18150/72462/67973/271842/70683/107094/208366/59014
GO:0042330	taxis	368	-0.462050666373227	-1.89164924181391	6.02100337106135e-09	5.38578751541438e-06	4.57913151114929e-06	1272	tags=25%, list=10%, signal=23%	238130/68545/668218/16410/215999/20310/68193/18844/22323/12261/12771/16971/12768/107449/22341/12977/13846/12554/20908/231876/83433/11787/13836/14764/13845/100039672/14825/26903/11601/16542/16172/13636/20350/54199/17319/71785/20202/14254/16952/12145/257632/21844/16590/16776/13866/15945/13723/22152/270152/16416/20564/57342/20354/18187/12772/17329/15902/57266/238871/12642/20306/20201/18124/11658/57349/20296/109700/16854/18131/20311/108699/64095/50930/319504/20563/21825/16948/13482/20343/22339/58217/13587/53876/11501/14068/399558/330122/58218/14268/71436/20750/17295
GO:0048514	blood vessel morphogenesis	478	-0.42967553064785	-1.79004585079601	9.81090240972106e-09	7.0986276358455e-06	6.0354311045846e-06	1719	tags=28%, list=14%, signal=25%	100044509/13722/19229/53415/15200/56299/229700/18613/20293/16414/20807/18590/17286/67122/20226/11465/18015/23991/69601/14230/18132/17886/13819/14595/68545/224792/16410/14367/52014/14066/74838/12018/77446/20677/240725/19016/12771/16971/20672/107449/68169/21687/22341/13846/12554/14366/14461/381823/15368/66864/74769/13836/18792/15442/13845/14463/18127/320790/26903/27279/11601/16542/13636/12825/71602/26427/12562/12822/94352/14254/16952/12389/68792/56332/11421/11504/319197/57875/15945/84004/269831/13078/14257/242705/14219/16402/16416/73230/15251/20692/381290/12306/57342/107702/18746/18187/14615/12772/18655/21872/75723/72324/16790/17131/12509/223864/121021/58223/12558/20296/14609/16175/16854/12837/18131/18933/16878/20698/26360/19225/16449/16411/231532/20563/21825/66214/16948/22339/11501/11489/14268/17228
GO:0001525	angiogenesis	403	-0.454517988277184	-1.87086147306409	1.05811479572879e-08	7.0986276358455e-06	6.0354311045846e-06	1719	tags=29%, list=14%, signal=25%	100044509/13722/19229/53415/15200/56299/229700/18613/20293/16414/20807/18590/17286/67122/20226/11465/18015/23991/69601/18132/17886/13819/14595/68545/16410/14367/52014/14066/74838/240725/19016/12771/20672/107449/68169/21687/22341/13846/12554/14461/381823/15368/66864/74769/13836/18792/15442/13845/14463/18127/26903/27279/11601/16542/13636/26427/12562/12822/94352/14254/16952/12389/68792/56332/11421/11504/319197/57875/15945/84004/269831/13078/14257/242705/14219/16402/16416/73230/15251/20692/381290/12306/57342/107702/18746/18187/12772/18655/21872/75723/72324/16790/12509/223864/121021/58223/20296/16175/16854/12837/18131/16878/20698/26360/19225/16411/231532/20563/21825/66214/22339/11501/11489/14268/17228
GO:0030198	extracellular matrix organization	197	-0.534866824355728	-2.05982333001203	1.4412982354539e-08	8.59494181075679e-06	7.30763491309085e-06	1467	tags=31%, list=12%, signal=28%	14086/226519/18015/23794/14230/14595/171171/268396/16777/237360/240725/21810/102693/12832/68169/12831/11787/12815/14115/52335/12825/71602/26427/12822/94352/12389/50527/52076/11504/15118/246228/13078/12843/14219/320078/16416/12305/16949/12306/11568/208177/58223/234356/12406/50706/234911/16854/12837/12842/17381/17880/17387/66214/16948/13482/20732/17394/399558/14726/14268/17228
GO:0009611	response to wounding	310	-0.47636971176539	-1.92398650511902	2.48017216320374e-08	1.33110839999145e-05	1.13174171868297e-05	1749	tags=30%, list=14%, signal=26%	20971/213649/15461/15200/14026/83431/56717/59011/18613/20807/18590/269295/11465/18015/17938/14368/14230/17886/14595/235627/18783/14066/259277/72828/54608/16399/11687/94245/16971/12505/68169/66901/12831/14461/12476/78688/18810/15368/74769/19091/18792/15442/14463/26903/27279/56193/16542/12825/17319/20202/243958/16952/12389/74012/319197/13866/12527/14067/270152/16416/12305/15251/12306/12772/208177/71461/19124/20296/233781/14609/16175/12842/23972/17381/235505/18441/18788/231532/11475/21825/16948/21857/26570/22339/14068/14058/12484/14726/20969/14268/71436/21923
